name,cell,image,stem,Adams filtration,weight,Adams-Novikov filtration,h1target,h2target,h3target,theta2,theta3,theta4,theta5
v1^24[23-0],B,v1^24[23-0],71,47,47,23,v1^24[24-0],,v1^24v2^1[24-0],,,,
v1^20v2^1[25-0],B,v1^20v2^1[25-0],71,46,48,25,v1^20v2^1[26-0],,,,,,
v1^23[25-0],T,v1^22[26-0],71,47,48,25,v1^23[26-0],,v1^23v2^1[26-0]+v1^26[26-0],,,,
v1^19v2^1[27-0],T,v1^18v2^1[28-0],71,46,49,27,v1^19v2^1[28-0]+v1^22[28-0],,,,,,
v1^22[27-0],B,v1^22[27-0],71,49,49,27,v1^22[28-0],,v1^22v2^1[28-0],,,,
v1^18v2^1[29-0],B,v1^18v2^1[29-0],71,48,50,29,v1^18v2^1[30-0],,,,,,
v1^21[29-0],T,v1^20[30-0],71,49,50,29,v1^21[30-0],,v1^21v2^1[30-0]+v1^24[30-0],,,,
v1^17v2^1[31-0],T,v1^16v2^1[32-0],71,48,51,31,v1^17v2^1[32-0]+v1^20[32-0],,,,,,
v1^20[31-0],B,v1^20[31-0],71,51,51,31,v1^20[32-0],,v1^20v2^1[32-0],,,,
v1^16v2^1[33-0],B,v1^16v2^1[33-0],71,50,52,33,v1^16v2^1[34-0],,,,,,
v1^19[33-0],T,v1^18[34-0],71,51,52,33,v1^19[34-0],,v1^19v2^1[34-0]+v1^22[34-0],,,,
v1^15v2^1[35-0],T,v1^14v2^1[36-0],71,50,53,35,v1^15v2^1[36-0]+v1^18[36-0],,,,,,
v1^18[35-0],B,v1^18[35-0],71,53,53,35,v1^18[36-0],,v1^18v2^1[36-0],,,,
v1^14v2^1[37-0],B,v1^14v2^1[37-0],71,52,54,37,,,,,,,
v1^17[37-0],T,v1^16[38-0],71,53,54,37,,,,,,,
v1^1[2-13],T,[3-15],72,2,37,2,v1^1[3-15],,v1^35v2^1[3-0]+v1^4v2^1[3-13],v1^1v2^2[3-13]+v1^7[3-13]+v1^35v2^1[3-0]+v1^4v2^1[3-13],,v1^1v2^6[3-13]+v1^47v2^1[3-0]+v1^50[3-0],
v1^1v2^1[2-11],T,v2^1[3-13],72,3,37,2,v1^1v2^1[3-13]+v1^35[3-0]+v1^4[3-13],,,v1^1v2^2[3-13]+v1^7[3-13]+v1^35v2^1[3-0]+v1^4v2^1[3-13],v1^1v2^1[3-17]+v1^39v2^1[3-0]+v1^8v2^1[3-13],v1^1v2^6[3-13]+v1^47v2^1[3-0]+v1^50[3-0],
v1^1v3^4[2-3],T,v1^1v3^2[3-9],72,5,37,2,v1^2v3^2[3-9]+v1^5v2^5v3^1[3-3],,v1^3v2^1v3^2v4^1[3-1]+v1^38[3-0],,v1^3v4^2[3-4]+v1^11[3-13]+v1^39v2^1[3-0]+v1^42[3-0],,
v1^4[2-11],B,v1^4[2-11],72,6,37,2,v1^4[3-13],,v1^4v2^1[3-13],,,,
v1^4v2^5v3^2[2-1],T,v1^4v2^5v3^1[3-3],72,12,37,2,v1^5v2^5v3^1[3-3]+v1^35[3-0],,,,,,
v1^32v2^1[2-0],B,v1^32v2^1[2-0],72,35,37,2,v1^32v2^1[3-0],,,,,,
v1^35[2-0],T,v1^34[3-0],72,36,37,2,v1^35[3-0],,v1^35v2^1[3-0],,,,
[4-15],B,[4-15],72,4,38,4,,,,,,,
v2^1[4-12],B,v2^1[4-12],72,5,38,4,v2^1[5-14]+v1^34[5-0],,v1^34v2^1[5-0],,v2^1[5-18],,
v1^1v2^1[4-11],T,v2^1[5-12],72,5,38,4,v1^1v2^1[5-12]+v1^34[5-0],,v1^34v2^1[5-0],,,,
v1^3[4-12],T,v1^2[5-14],72,6,38,4,v1^3[5-14],,v1^3v2^1[5-14]+v1^37[5-0]+v1^6[5-14],,v1^3[5-18]+v1^10[5-14],,
v1^2v3^2[4-6],B,v1^2v3^2[4-6],72,8,38,4,v1^3[5-13],,v1^3v2^4v3^1[5-4],,v1^4[5-17]+v1^10[5-14],,
v1^2v2^3[4-10],T,v1^2v2^1v3^1[5-9],72,8,38,4,,,,,,,
v1^1v2^5[4-6],B,v1^1v2^5[4-6],72,10,38,4,,,,,,,
v1^5v2^5[4-3],B,v1^5v2^5[4-3],72,14,38,4,,,,,,,
v1^31v2^1[4-0],T,v1^30v2^1[5-0],72,35,38,4,v1^31v2^1[5-0]+v1^34[5-0],,v1^34v2^1[5-0],,,,
v1^34[4-0],B,v1^34[4-0],72,38,38,4,v1^34[5-0],,v1^34v2^1[5-0],,,,
v2^1[6-10],T,[7-10],72,6,39,6,v1^1[7-10]+v1^3[7-8]+v2^1[7-8],,v1^1[7-12]+v1^3v2^1[7-8]+v1^33v2^1[7-0]+v1^1v2^1[7-10]+v1^1v2^4v3^1[7-3],v1^1[7-12]+v1^33v2^1[7-0]+v2^2[7-8]+v1^36[7-0],v1^3v2^2v4^1[7-3]+v1^9[7-9]+v1^37v2^1[7-0]+v2^1[7-14]+v1^2v2^4v4^1[7-1]+v1^6v2^1[7-9]+v1^40[7-0],v1^2v2^1v3^2[7-7]+v1^45v2^1[7-0]+v2^6[7-8],
v3^1[6-9],B,v3^1[6-9],72,7,39,6,v2^1[7-8],,,v2^2[7-8]+v1^1v2^1[7-10]+v1^1v2^4v3^1[7-3]+v1^36[7-0],v2^1[7-14]+v1^2v2^4v4^1[7-1]+v1^6v2^1[7-9],v2^6[7-8]+v1^48[7-0],
v2^2v3^1[6-7],T,v4^1[7-4],72,7,39,6,v1^30v2^1[7-0],v1^2v2^1[7-7]+v1^31v2^1[7-0]+v1^4[7-8],,,,,
v1^1[6-12],B,v1^1[6-12],72,7,39,6,v1^30v2^1[7-0],,,,,,
v2^1v3^1[6-8],B,v2^1v3^1[6-8],72,8,39,6,v1^1v2^1[7-7]+v1^30v2^1[7-0],,v1^1v2^1[7-10]+v1^1v2^4v3^1[7-3]+v1^36[7-0],v1^1v2^1[7-10]+v1^1v2^4v3^1[7-3]+v1^36[7-0],,,
v1^2[6-11],B,v1^2[6-11],72,8,39,6,v1^2[7-9],,v1^2v2^1[7-9],,,,
v1^3[6-10],T,v1^2[7-8],72,8,39,6,v1^3[7-8]+v1^33[7-0]+v1^30v2^1[7-0],,v1^3v2^1[7-8]+v1^33v2^1[7-0],,v1^3v2^2v4^1[7-3]+v1^9[7-9]+v1^37v2^1[7-0]+v1^40[7-0],,
v1^30v2^1[6-0],B,v1^30v2^1[6-0],72,37,39,6,v1^30v2^1[7-0],,,,,,
v1^33[6-0],T,v1^32[7-0],72,38,39,6,v1^33[7-0],,v1^33v2^1[7-0],,,,
[8-12],B,[8-12],72,8,40,8,[9-13]+v2^3[9-5],,[9-15]+v1^2v2^1[9-10]+v1^32v2^1[9-0],[9-15],,,
v1^1[8-10],T,[9-11],72,8,40,8,v1^1[9-11]+v1^29v2^1[9-0],,v1^1[9-14]+v1^1v2^4[9-3]+v1^32v2^1[9-0],v1^1[9-14]+v1^1v2^4[9-3]+v1^2v2^1[9-10]+v1^32v2^1[9-0],,,
v1^1[8-11],T,[9-12],72,8,40,8,v1^1[9-12],,v1^1v2^1[9-12]+v1^35[9-0]+v1^4[9-12],,,,
v4^1[8-2],B,v4^1[8-2],72,9,40,8,v2^3[9-5]+v1^2[9-10]+v1^32[9-0],v3^2[9-2]+v2^1[9-10],v1^2v2^1[9-10]+v1^32v2^1[9-0],,v2^3v3^1[9-4],,
v1^2[8-9],B,v1^2[8-9],72,10,40,8,v1^2[9-10],,v1^2v2^1[9-10],,,,
v2^3[8-4],T,v2^3[9-3],72,11,40,8,v1^29v2^1[9-0]+v2^3[9-5],v1^3[9-10]+v1^30v2^1[9-0],,,,,
v1^29v2^1[8-0],T,v1^28v2^1[9-0],72,37,40,8,v1^29v2^1[9-0]+v1^32[9-0],,v1^32v2^1[9-0],,,,
v1^32[8-0],B,v1^32[8-0],72,40,40,8,v1^32[9-0],,v1^32v2^1[9-0],,,,
[10-9],B,[10-9],72,10,41,10,v1^28v2^1[11-0],,,,,,
[10-10],B,[10-10],72,10,41,10,[11-6],,v2^1[11-6],,,,
v1^1[10-8],T,[11-5],72,10,41,10,v1^28v2^1[11-0],,,,,,
v2^2v3^1[10-1],T,v2^2[11-3],72,12,41,10,v1^31[11-0]+v2^4[11-1]+v1^28v2^1[11-0],v2^2v3^1[11-1]+v1^32[11-0],v1^31v2^1[11-0],v2^5[11-1]+v1^34[11-0],,,
v2^4[10-2],B,v2^4[10-2],72,14,41,10,v2^4[11-1],,,v2^5[11-1]+v1^34[11-0],,,
v1^28v2^1[10-0],B,v1^28v2^1[10-0],72,39,41,10,v1^28v2^1[11-0],,,,,,
v1^31[10-0],T,v1^30[11-0],72,40,41,10,v1^31[11-0],,v1^31v2^1[11-0],,,,
[12-3],B,[12-3],72,12,42,12,[13-3],[13-4],[13-6]+v1^2[13-5],v2^1[13-3]+v1^33[13-0]+[13-6]+v1^2[13-5],v1^1[13-8]+v1^3v2^1[13-5]+v2^2[13-4]+v1^34v2^1[13-0],v1^1v2^2v3^1[13-4]+v1^42v2^1[13-0],
v1^27v2^1[12-0],T,v1^26v2^1[13-0],72,39,42,12,v1^27v2^1[13-0]+v1^30[13-0],,v1^30v2^1[13-0],,,,
v1^30[12-0],B,v1^30[12-0],72,42,42,12,v1^30[13-0],,v1^30v2^1[13-0],,,,
v1^26v2^1[14-0],B,v1^26v2^1[14-0],72,41,43,14,v1^26v2^1[15-0],,,,,,
v1^29[14-0],T,v1^28[15-0],72,42,43,14,v1^29[15-0],,v1^29v2^1[15-0],,,,
v1^25v2^1[16-0],T,v1^24v2^1[17-0],72,41,44,16,v1^25v2^1[17-0]+v1^28[17-0],,v1^28v2^1[17-0],,,,
v1^28[16-0],B,v1^28[16-0],72,44,44,16,v1^28[17-0],,v1^28v2^1[17-0],,,,
v1^24v2^1[18-0],B,v1^24v2^1[18-0],72,43,45,18,v1^24v2^1[19-0],,,,,,
v1^27[18-0],T,v1^26[19-0],72,44,45,18,v1^27[19-0],,v1^27v2^1[19-0],,,,
v1^23v2^1[20-0],T,v1^22v2^1[21-0],72,43,46,20,v1^23v2^1[21-0]+v1^26[21-0],,v1^26v2^1[21-0],,,,
v1^26[20-0],B,v1^26[20-0],72,46,46,20,v1^26[21-0],,v1^26v2^1[21-0],,,,
v1^22v2^1[22-0],B,v1^22v2^1[22-0],72,45,47,22,v1^22v2^1[23-0],,,,,,
v1^25[22-0],T,v1^24[23-0],72,46,47,22,v1^25[23-0],,v1^25v2^1[23-0],,,,
v1^21v2^1[24-0],T,v1^20v2^1[25-0],72,45,48,24,v1^21v2^1[25-0]+v1^24[25-0],,v1^24v2^1[25-0],,,,
v1^24[24-0],B,v1^24[24-0],72,48,48,24,v1^24[25-0],,v1^24v2^1[25-0],,,,
v1^20v2^1[26-0],B,v1^20v2^1[26-0],72,47,49,26,v1^20v2^1[27-0],,,,,,
v1^23[26-0],T,v1^22[27-0],72,48,49,26,v1^23[27-0],,v1^23v2^1[27-0],,,,
v1^19v2^1[28-0],T,v1^18v2^1[29-0],72,47,50,28,v1^19v2^1[29-0]+v1^22[29-0],,v1^22v2^1[29-0],,,,
v1^22[28-0],B,v1^22[28-0],72,50,50,28,v1^22[29-0],,v1^22v2^1[29-0],,,,
v1^18v2^1[30-0],B,v1^18v2^1[30-0],72,49,51,30,v1^18v2^1[31-0],,,,,,
v1^21[30-0],T,v1^20[31-0],72,50,51,30,v1^21[31-0],,v1^21v2^1[31-0],,,,
v1^17v2^1[32-0],T,v1^16v2^1[33-0],72,49,52,32,v1^17v2^1[33-0]+v1^20[33-0],,v1^20v2^1[33-0],,,,
v1^20[32-0],B,v1^20[32-0],72,52,52,32,v1^20[33-0],,v1^20v2^1[33-0],,,,
v1^16v2^1[34-0],B,v1^16v2^1[34-0],72,51,53,34,v1^16v2^1[35-0],,,,,,
v1^19[34-0],T,v1^18[35-0],72,52,53,34,v1^19[35-0],,v1^19v2^1[35-0],,,,
v1^15v2^1[36-0],T,v1^14v2^1[37-0],72,51,54,36,v1^15v2^1[37-0]+v1^18[37-0],,v1^18v2^1[37-0],,,,
v1^18[36-0],B,v1^18[36-0],72,54,54,36,v1^18[37-0],,v1^18v2^1[37-0],,,,
v1^14v2^1[38-0],B,v1^14v2^1[38-0],72,53,55,38,,,,,,,
v1^17[38-0],B,v1^17[38-0],72,55,55,38,,,,,,,
v1^5[1-5],T,v1^4[2-11],73,5,37,1,v1^5[2-11],,v1^5v2^1[2-11],,,,
v1^33v2^1[1-0],T,v1^32v2^1[2-0],73,34,37,1,v1^33v2^1[2-0]+v1^36[2-0],,,,,,
v1^36[1-0],B,v1^36[1-0],73,37,37,1,v1^36[2-0],,v1^36v2^1[2-0],,,,
v1^1[3-15],T,[4-15],73,3,38,3,v1^35[4-0]+v1^4[4-12],,v1^35v2^1[4-0]+v1^4v2^1[4-12],v1^1v2^2[4-12],,v1^1v2^6[4-12],
v1^1v2^1[3-13],T,v2^1[4-12],73,4,38,3,v1^1v2^1[4-12]+v1^35[4-0]+v1^4[4-12],,v1^35v2^1[4-0]+v1^4v2^1[4-12],v1^1v2^2[4-12],v1^1v2^1[4-17]+v1^11[4-12]+v1^39v2^1[4-0]+v1^8v2^1[4-12],v1^1v2^6[4-12],
v1^2v2^1[3-11],B,v1^2v2^1[3-11],73,6,38,3,v1^2v2^1[4-11],,,,,,
v1^2v3^2[3-9],T,v1^2v3^2[4-6],73,7,38,3,v1^3v3^2[4-6],,v1^3v2^4v3^2[4-2],,v1^3v2^7[4-6]+v1^11[4-12],,
v1^4[3-13],B,v1^4[3-13],73,7,38,3,v1^4[4-12],,v1^4v2^1[4-12]+v1^38[4-0],,,,
v2^1v3^2v4^1[3-1],T,v1^1v2^5[4-6],73,9,38,3,v1^35[4-0]+v2^2v3^1[4-9]+v1^32v2^1[4-0],v2^6[4-6]+v2^4v4^1[4-2]+v1^1v2^2v3^1[4-9],v1^35v2^1[4-0]+v1^38[4-0],v2^5v3^2[4-2]+v1^1v2^2v3^1v4^1[4-2]+v1^3v2^4v3^2[4-2]+v1^35v2^1[4-0],v1^1v2^3[4-13]+v1^8v2^1[4-12],v1^2v3^4[4-8]+v1^1v2^6[4-12],
v1^2v2^4v3^3[3-0],B,v1^2v2^4v3^3[3-0],73,12,38,3,v1^32v2^1[4-0],,,,,,
v1^5v2^5v3^1[3-3],T,v1^5v2^5[4-3],73,13,38,3,v1^35[4-0],,v1^35v2^1[4-0]+v1^38[4-0],,,,
v1^32v2^1[3-0],B,v1^32v2^1[3-0],73,36,38,3,v1^32v2^1[4-0],,,,,,
v1^35[3-0],T,v1^34[4-0],73,37,38,3,v1^35[4-0],,v1^35v2^1[4-0]+v1^38[4-0],,,,
v2^1[5-13],B,v2^1[5-13],73,6,39,5,v1^1v3^1[6-9]+v1^2[6-12],,v1^1[6-14]+v1^34v2^1[6-0],v1^1[6-14],,v1^2v2^2v4^2[6-2]+v1^46v2^1[6-0],
v2^1[5-14],B,v2^1[5-14],73,6,39,5,v2^1[6-11]+v1^2[6-12]+v1^34[6-0],,,,v1^1[6-18]+v1^10[6-11],,
v2^4v3^1[5-4],T,v3^1[6-9],73,6,39,5,v1^1v2^1[6-10]+v1^31v2^1[6-0]+v1^1v3^1[6-9]+v1^4[6-10],,v1^1v2^1v3^1[6-9]+v1^1v2^4v3^2[6-1]+v1^4v2^1[6-10]+v1^34v2^1[6-0],v1^1v2^2[6-10]+v1^1v2^4v3^2[6-1]+v1^34v2^1[6-0],v1^1v2^1[6-15]+v1^7v2^1[6-11]+v1^4[6-15],v1^1v2^6[6-10]+v1^1v2^8v3^2[6-1]+v1^49[6-0]+v1^46v2^1[6-0],
v1^1v2^1[5-12],T,v1^1[6-12],73,6,39,5,v1^31v2^1[6-0]+v1^2[6-12]+v1^34[6-0],,,,,,
v2^2v3^1[5-9],T,v2^1v3^1[6-8],73,7,39,5,v1^1v2^1v3^1[6-8]+v1^31v2^1[6-0],,v1^1v2^1v3^1[6-9]+v1^1v2^4v3^2[6-1],v1^1v2^1v3^1[6-9]+v1^1v2^4v3^2[6-1]+v1^4v2^1[6-10],v1^4[6-15]+v1^10[6-11]+v1^38v2^1[6-0],,
v1^3[5-14],T,v1^2[6-11],73,7,39,5,v1^3[6-11],,v1^3v2^1[6-11],,,,
v1^3[5-13],B,v1^3[5-13],73,8,39,5,v1^4[6-10]+v1^34[6-0],,v1^4v2^1[6-10]+v1^34v2^1[6-0],,v1^4[6-15]+v1^10[6-11]+v1^38v2^1[6-0],,
v1^31v2^1[5-0],T,v1^30v2^1[6-0],73,36,39,5,v1^31v2^1[6-0]+v1^34[6-0],,,,,,
v1^34[5-0],B,v1^34[5-0],73,39,39,5,v1^34[6-0],,v1^34v2^1[6-0],,,,
[7-11],B,[7-11],73,7,40,7,v1^30v2^1[8-0],,,,,,
v1^1[7-10],T,[8-12],73,7,40,7,v1^1[8-12]+v1^1v2^3[8-4]+v1^33[8-0]+v1^30v2^1[8-0],,v1^1[8-14]+v1^33v2^1[8-0]+v1^2v2^4[8-3]+v1^36[8-0],v1^1[8-14]+v1^33v2^1[8-0]+v1^2v2^4[8-3]+v1^36[8-0],,,
v3^1v4^1[7-1],T,v4^1[8-2],73,8,40,7,v1^1v2^3[8-4]+v1^33[8-0]+v1^2[8-10]+v1^30v2^1[8-0],v2^1v3^2[8-2]+v1^1v2^1[8-9]+v1^31v2^1[8-0],v1^33v2^1[8-0]+v1^36[8-0],,v2^3[8-10]+v2^3v3^2[8-2]+v1^1v3^1v4^1[8-2]+v1^40[8-0],,
v2^1[7-8],B,v2^1[7-8],73,8,40,7,v2^1[8-9],,,,v2^1[8-16]+v1^6v2^1[8-11]+v1^9[8-11],,
v1^1v2^1[7-7],B,v1^1v2^1[7-7],73,9,40,7,v1^2[8-10]+v1^30v2^1[8-0],,,,,,
v1^2[7-9],B,v1^2[7-9],73,9,40,7,v1^2[8-11],,v1^2v2^1[8-11]+v1^36[8-0],,,,
v1^3[7-8],T,v1^2[8-9],73,9,40,7,v1^3[8-9]+v1^33[8-0],,v1^3v2^1[8-9]+v1^36[8-0],,,,
v1^30v2^1[7-0],B,v1^30v2^1[7-0],73,38,40,7,v1^30v2^1[8-0],,,,,,
v1^33[7-0],T,v1^32[8-0],73,39,40,7,v1^33[8-0],,v1^33v2^1[8-0]+v1^36[8-0],,,,
[9-13],B,[9-13],73,9,41,9,,,,,,,
v1^1[9-11],T,[10-9],73,9,41,9,v1^29v2^1[10-0],,v1^32v2^1[10-0],,,,
v1^1[9-12],T,[10-10],73,9,41,9,v1^1[10-10],,v1^1v2^1[10-10],,,,
v1^2[9-10],B,v1^2[9-10],73,11,41,9,v1^32[10-0],,v1^32v2^1[10-0],,,,
v2^3[9-5],B,v2^3[9-5],73,12,41,9,,,,,,,
v1^1v2^4[9-2],T,v2^4[10-2],73,13,41,9,v1^1v2^4[10-2]+v1^32[10-0],,,v1^1v2^5[10-2],,,
v1^29v2^1[9-0],T,v1^28v2^1[10-0],73,38,41,9,v1^29v2^1[10-0]+v1^32[10-0],,,,,,
v1^32[9-0],B,v1^32[9-0],73,41,41,9,v1^32[10-0],,v1^32v2^1[10-0],,,,
[11-6],B,[11-6],73,11,42,11,[12-4],,v2^1[12-4]+v1^34[12-0],,,,
v3^1[11-3],T,[12-3],73,11,42,11,v1^1[12-3]+v1^31[12-0]+v1^28v2^1[12-0],v3^1[12-2],v2^3[12-2]+v1^3[12-4]+v1^34[12-0],v2^3[12-2]+v1^3[12-4]+v1^34[12-0],v1^1v2^1[12-6]+v1^7[12-4]+v1^35v2^1[12-0]+v2^2v3^1[12-2]+v1^38[12-0],v1^1v2^2v3^2[12-2]+v1^1[12-13]+v1^1v2^5[12-3],
v2^4[11-1],B,v2^4[11-1],73,15,42,11,v1^28v2^1[12-0],,,,,,
v1^28v2^1[11-0],B,v1^28v2^1[11-0],73,40,42,11,v1^28v2^1[12-0],,,,,,
v1^31[11-0],T,v1^30[12-0],73,41,42,11,v1^31[12-0],,v1^31v2^1[12-0]+v1^34[12-0],,,,
[13-3],B,[13-3],73,13,43,13,[14-3],,[14-6]+v1^2[14-4]+v1^30v2^1[14-0],[14-6]+v1^2[14-4]+v1^30v2^1[14-0],,v1^2v2^1v3^1[14-6],
v1^27v2^1[13-0],T,v1^26v2^1[14-0],73,40,43,13,v1^27v2^1[14-0]+v1^30[14-0],,,,,,
v1^30[13-0],B,v1^30[13-0],73,43,43,13,v1^30[14-0],,v1^30v2^1[14-0],,,,
v1^26v2^1[15-0],B,v1^26v2^1[15-0],73,42,44,15,v1^26v2^1[16-0],,,,,,
v1^29[15-0],T,v1^28[16-0],73,43,44,15,v1^29[16-0],,v1^29v2^1[16-0]+v1^32[16-0],,,,
v1^25v2^1[17-0],T,v1^24v2^1[18-0],73,42,45,17,v1^25v2^1[18-0]+v1^28[18-0],,,,,,
v1^28[17-0],B,v1^28[17-0],73,45,45,17,v1^28[18-0],,v1^28v2^1[18-0],,,,
v1^24v2^1[19-0],B,v1^24v2^1[19-0],73,44,46,19,v1^24v2^1[20-0],,,,,,
v1^27[19-0],T,v1^26[20-0],73,45,46,19,v1^27[20-0],,v1^27v2^1[20-0]+v1^30[20-0],,,,
v1^23v2^1[21-0],T,v1^22v2^1[22-0],73,44,47,21,v1^23v2^1[22-0]+v1^26[22-0],,,,,,
v1^26[21-0],B,v1^26[21-0],73,47,47,21,v1^26[22-0],,v1^26v2^1[22-0],,,,
v1^22v2^1[23-0],B,v1^22v2^1[23-0],73,46,48,23,v1^22v2^1[24-0],,,,,,
v1^25[23-0],T,v1^24[24-0],73,47,48,23,v1^25[24-0],,v1^25v2^1[24-0]+v1^28[24-0],,,,
v1^21v2^1[25-0],T,v1^20v2^1[26-0],73,46,49,25,v1^21v2^1[26-0]+v1^24[26-0],,,,,,
v1^24[25-0],B,v1^24[25-0],73,49,49,25,v1^24[26-0],,v1^24v2^1[26-0],,,,
v1^20v2^1[27-0],B,v1^20v2^1[27-0],73,48,50,27,v1^20v2^1[28-0],,,,,,
v1^23[27-0],T,v1^22[28-0],73,49,50,27,v1^23[28-0],,v1^23v2^1[28-0]+v1^26[28-0],,,,
v1^19v2^1[29-0],T,v1^18v2^1[30-0],73,48,51,29,v1^19v2^1[30-0]+v1^22[30-0],,,,,,
v1^22[29-0],B,v1^22[29-0],73,51,51,29,v1^22[30-0],,v1^22v2^1[30-0],,,,
v1^18v2^1[31-0],B,v1^18v2^1[31-0],73,50,52,31,v1^18v2^1[32-0],,,,,,
v1^21[31-0],T,v1^20[32-0],73,51,52,31,v1^21[32-0],,v1^21v2^1[32-0]+v1^24[32-0],,,,
v1^17v2^1[33-0],T,v1^16v2^1[34-0],73,50,53,33,v1^17v2^1[34-0]+v1^20[34-0],,,,,,
v1^20[33-0],B,v1^20[33-0],73,53,53,33,v1^20[34-0],,v1^20v2^1[34-0],,,,
v1^16v2^1[35-0],B,v1^16v2^1[35-0],73,52,54,35,v1^16v2^1[36-0],,,,,,
v1^19[35-0],T,v1^18[36-0],73,53,54,35,v1^19[36-0],,v1^19v2^1[36-0]+v1^22[36-0],,,,
v1^15v2^1[37-0],T,v1^14v2^1[38-0],73,52,55,37,,,,,,,
v1^18[37-0],B,v1^18[37-0],73,55,55,37,,,,,,,
v1^37[0-0],T,v1^36[1-0],74,36,37,0,v1^37[1-0],,v1^37v2^1[1-0],,,,
v1^2v2^1[2-11],T,v1^2v2^1[3-11],74,5,38,2,v1^3v2^1[3-11]+v1^2v2^1[3-13],,,,v1^2v2^1[3-17]+v1^12[3-13],,
v1^5[2-11],T,v1^4[3-13],74,6,38,2,v1^5[3-13],,v1^5v2^1[3-13]+v1^39[3-0]+v1^8[3-13],,,,
v1^2v3^4[2-3],B,v1^2v3^4[2-3],74,8,38,2,v1^3v3^2[3-9]+v1^36[3-0],,v1^4v2^1v3^2v4^1[3-1],,v1^4v4^2[3-4]+v1^12[3-13]+v1^40v2^1[3-0],,
v2^2v3^1v4^1[2-5],T,v1^2v2^4v3^3[3-0],74,11,38,2,v1^2v2^1[3-13],v1^2v2^1v3^2v4^1[3-1]+v2^2v3^1v4^1[3-4],,,v1^1v2^1v4^2[3-4]+v1^2v2^1[3-17]+v1^12[3-13]+v1^40v2^1[3-0],v2^6[3-14]+v1^51[3-0]+v2^17[3-0],
v1^5v2^5v3^2[2-1],B,v1^5v2^5v3^2[2-1],74,14,38,2,,,,,,,
v1^33v2^1[2-0],T,v1^32v2^1[3-0],74,35,38,2,v1^33v2^1[3-0]+v1^36[3-0],,v1^36v2^1[3-0],,,,
v1^36[2-0],B,v1^36[2-0],74,38,38,2,v1^36[3-0],,v1^36v2^1[3-0],,,,
v2^4v3^2[4-2],T,v2^1[5-13],74,5,39,4,v1^1v2^1[5-13]+v1^4[5-13]+v1^35[5-0]+v1^32v2^1[5-0],,v1^1v3^2[5-10]+v1^4v2^4v3^1[5-4]+v1^35v2^1[5-0]+v1^2v3^3[5-4],v1^1v3^2[5-10]+v1^4v2^4v3^1[5-4]+v1^35v2^1[5-0],v1^2v3^1[5-15]+v1^8v2^1[5-14],v1^3v3^2v4^1[5-7]+v1^2v2^4v3^3[5-4],
v1^1v2^1[4-12],T,v2^1[5-14],74,5,39,4,v1^1v2^1[5-14]+v1^35[5-0]+v1^4[5-14],,,,v1^1v2^1[5-18]+v1^39v2^1[5-0]+v1^8v2^1[5-14],,
v2^2v3^1[4-9],B,v2^2v3^1[4-9],74,7,39,4,v1^1v2^4v3^1[5-4],,,v1^2v3^3[5-4],v1^2v3^1[5-15]+v1^8v2^1[5-14],v1^2v2^4v3^3[5-4],
v1^2v2^1[4-11],B,v1^2v2^1[4-11],74,7,39,4,v1^32v2^1[5-0],,,,,,
v1^3v3^2[4-6],T,v1^3[5-13],74,7,39,4,v1^4[5-13],,v1^4v2^4v3^1[5-4]+v1^38[5-0],,v1^5[5-17]+v1^11[5-14]+v1^42[5-0],,
v1^4[4-12],B,v1^4[4-12],74,8,39,4,v1^4[5-14],,v1^4v2^1[5-14],,,,
v1^32v2^1[4-0],B,v1^32v2^1[4-0],74,37,39,4,v1^32v2^1[5-0],,,,,,
v1^35[4-0],T,v1^34[5-0],74,38,39,4,v1^35[5-0],,v1^35v2^1[5-0],,,,
[6-13],T,[7-11],74,6,40,6,v1^31v2^1[7-0]+v1^4[7-8],v2^8[7-1]+v1^32v2^1[7-0],[7-13]+v1^4v2^1[7-8],[7-13],,,
v2^1[6-11],B,v2^1[6-11],74,7,40,6,v2^1[7-9]+v1^34[7-0],,v1^34v2^1[7-0],,,,
v1^1v2^1[6-10],T,v2^1[7-8],74,7,40,6,v1^1v2^1[7-8]+v1^31v2^1[7-0]+v1^4[7-8],,v1^4v2^1[7-8],,v1^1v2^1[7-14]+v1^7v2^1[7-9]+v1^41[7-0],,
v1^1v3^1[6-9],B,v1^1v3^1[6-9],74,8,40,6,v1^34[7-0],,v1^34v2^1[7-0],,,,
v1^1v2^1v3^1[6-8],T,v1^1v2^1[7-7],74,8,40,6,v1^2v2^1[7-7]+v1^31v2^1[7-0],,v1^4v2^1[7-8],,,,
v1^2[6-12],B,v1^2[6-12],74,8,40,6,,,,,,,
v1^3[6-11],T,v1^2[7-9],74,8,40,6,v1^3[7-9],,v1^3v2^1[7-9]+v1^37[7-0]+v1^6[7-9],,,,
v1^4[6-10],B,v1^4[6-10],74,10,40,6,v1^4[7-8]+v1^34[7-0],,v1^4v2^1[7-8]+v1^34v2^1[7-0],,,,
v2^8[6-1],B,v2^8[6-1],74,14,40,6,v1^34[7-0],v2^8[7-1]+v1^32v2^1[7-0],v1^34v2^1[7-0],,,,
v1^31v2^1[6-0],T,v1^30v2^1[7-0],74,37,40,6,v1^31v2^1[7-0]+v1^34[7-0],,v1^34v2^1[7-0],,,,
